roll_number,department,credit,course_name,course_type,grade
986057,ME,6,MA750,flexible_elective,CC
773982,EE,8,EE376,honours,BC
381227,CE,3,CE893,honours,BC
750259,MM,6,MA772,hasmed_elective,AP
787967,EC,6,MM302,alc,AA
150503,CH,3,CH752,core,AA
391848,ME,8,EE913,hasmed_elective,AA
960395,EE,3,MM216,department_elective,AP
973158,EE,6,EE509,core,BC
150503,CH,8,CSE951,minor,BB
781075,CE,6,ME260,flexible_elective,BC
461584,EE,6,CH146,minor,BC
379479,MA,6,CH425,minor,AP
138296,MM,3,MM603,core,CC
301135,IE,3,IE183,core,BB
960395,EE,3,EE774,honours,BB
870642,MM,6,MM184,honours,BC
845623,EE,3,MM974,alc,CC
960395,EE,8,EE246,honours,AP
597353,CSE,8,ME150,department_elective,BB
879634,EP,3,ME520,flexible_elective,CC
143142,CSE,6,CSE376,honours,AP
485484,MM,3,MM914,hasmed_elective,AA
718510,EP,8,CH535,department_elective,BC
981238,MM,8,MM177,core,BC
680096,CH,3,CSE750,minor,BB
381526,CE,6,IE331,minor,AB
626000,EC,3,ME140,alc,BC
589528,EE,6,EC975,flexible_elective,AB
773982,EE,8,EE534,core,BB
781075,CE,3,MM718,alc,BC
781075,CE,4,CE930,core,AP
482623,IE,6,ME765,department_elective,AA
461971,CE,3,ME523,department_elective,AA
973158,EE,3,MA411,hasmed_elective,BC
482623,IE,4,IE556,honours,BB
782129,MA,3,IE271,alc,BB
199713,EE,4,CSE105,department_elective,AP
500658,CE,6,CE824,honours,AP
692318,CSE,3,CE926,hasmed_elective,BC
986057,ME,6,MM474,hasmed_elective,BB
124663,EE,8,CH931,alc,CC
871746,IE,3,IE211,honours,AB
782129,MA,6,EP877,department_elective,BB
124663,EE,3,CE368,alc,CC
581858,MA,4,EE541,minor,AB
733782,CH,6,IE706,minor,BC
960395,EE,3,EE904,honours,BB
485484,MM,3,CH130,flexible_elective,BB
608952,EP,3,IE945,flexible_elective,CC
144528,ME,3,EP428,flexible_elective,AB
488661,EE,6,EC404,flexible_elective,BB
845623,EE,8,CE151,flexible_elective,AP
834515,MA,8,MA697,core,BC
775967,EC,3,CH466,hasmed_elective,AB
692318,CSE,4,MA209,flexible_elective,AB
488661,EE,3,ME689,alc,AB
572815,CSE,6,EP741,alc,BC
282482,MM,3,MM566,honours,AA
881983,MA,6,IE334,department_elective,AB
703403,EC,8,EC226,core,CC
788020,CE,4,CE569,core,AP
628849,MA,3,EC272,alc,AB
955757,MM,8,CH267,alc,AP
214270,CH,6,EP381,alc,AP
993835,CE,4,CH354,flexible_elective,BB
381526,CE,4,ME624,hasmed_elective,BB
750259,MM,6,IE275,flexible_elective,AA
626000,EC,4,EE981,department_elective,AA
750259,MM,8,MM607,core,BC
851029,CSE,8,CH617,department_elective,BB
871746,IE,4,IE240,core,BB
881983,MA,3,MA917,core,AB
680096,CH,4,CH820,flexible_elective,AA
488661,EE,4,EE223,department_elective,BB
775967,EC,6,EC547,core,AA
283796,ME,8,MA624,minor,BC
781075,CE,8,CSE172,hasmed_elective,AB
879634,EP,3,CH596,alc,CC
626000,EC,3,EC587,hasmed_elective,AB
143856,CE,4,MA796,minor,CC
986057,ME,8,CE351,flexible_elective,AB
270007,IE,3,CE980,alc,CC
847809,IE,3,EC139,alc,AA
301135,IE,8,CH867,flexible_elective,AA
364146,MA,8,EE118,alc,AA
485484,MM,6,CE583,department_elective,AB
680096,CH,3,MM497,department_elective,AA
955757,MM,6,MM777,honours,BB
630568,EP,8,EP442,honours,CC
283796,ME,4,ME627,honours,BC
907454,CSE,8,ME602,alc,BC
787967,EC,6,CH650,department_elective,CC
391848,ME,6,ME993,core,BC
613401,CE,3,CH268,minor,BB
836881,MM,8,EE567,minor,BC
845623,EE,3,EP289,alc,CC
681499,CH,8,MM908,alc,BB
482623,IE,6,IE583,honours,AA
203200,CH,4,CH707,honours,BC
971123,MA,8,ME914,alc,BB
488661,EE,8,EE983,core,AA
482623,IE,6,IE309,alc,CC
521087,CSE,4,CH255,department_elective,BC
998293,ME,6,ME822,core,AP
379479,MA,8,MA259,core,BC
458200,EC,4,EC437,honours,AB
582912,CH,6,CH645,core,AB
960395,EE,3,CSE294,department_elective,BC
810863,CE,4,EE559,alc,BC
981238,MM,8,MM768,honours,BC
608522,EC,3,EE160,minor,AB
879634,EP,6,CH611,minor,AB
143142,CSE,8,MA766,minor,AB
721490,EP,3,EP542,honours,BB
207443,ME,3,ME929,core,BC
834515,MA,3,IE282,department_elective,BC
362471,EE,6,CH383,minor,CC
721490,EP,8,ME927,minor,AA
986057,ME,8,CE873,hasmed_elective,BC
998293,ME,4,ME719,honours,CC
138296,MM,3,MA727,minor,AB
124663,EE,3,CE849,department_elective,CC
782129,MA,8,CSE754,hasmed_elective,AA
581065,EP,3,EP684,alc,AP
478606,CE,3,CE571,flexible_elective,AA
362471,EE,4,MM893,hasmed_elective,BB
329535,EC,8,EC174,flexible_elective,AP
788020,CE,4,CE963,alc,AP
362471,EE,6,CE816,department_elective,AP
124663,EE,3,EE105,core,AP
488661,EE,3,MA142,hasmed_elective,CC
582912,CH,8,EP160,flexible_elective,AA
581858,MA,3,MA993,core,CC
993835,CE,8,CE585,honours,AA
150503,CH,3,CH841,core,AP
145372,EP,4,MM529,alc,AA
270007,IE,8,CSE420,alc,AP
750259,MM,4,MM651,core,AB
581858,MA,3,EE150,department_elective,CC
265922,EP,8,EE394,hasmed_elective,BB
283796,ME,3,CSE135,hasmed_elective,CC
681499,CH,6,MM167,flexible_elective,CC
834515,MA,4,MM389,minor,BB
150503,CH,4,CH705,core,CC
781075,CE,4,MA570,department_elective,AB
970791,MA,6,EE338,alc,BB
327122,MM,3,CH798,department_elective,AA
716985,MM,4,MM530,honours,BB
301135,IE,8,CH987,alc,BB
138296,MM,6,MM887,honours,BB
214270,CH,8,CSE498,hasmed_elective,CC
788020,CE,3,IE631,flexible_elective,AP
588946,MA,8,CSE282,flexible_elective,CC
847809,IE,3,CH588,hasmed_elective,AA
180828,CSE,3,CSE570,honours,BB
787967,EC,3,EP962,department_elective,BB
150503,CH,4,CH500,honours,BC
461971,CE,8,CE719,core,CC
301135,IE,4,IE235,core,CC
782129,MA,3,CSE193,department_elective,CC
379479,MA,6,MA252,honours,CC
327122,MM,8,EC642,hasmed_elective,CC
270007,IE,3,CSE729,hasmed_elective,AB
379479,MA,8,MA802,honours,BB
836881,MM,8,ME771,alc,AA
379479,MA,8,CE761,flexible_elective,BB
841365,MA,8,MA536,honours,BB
781075,CE,8,CE718,hasmed_elective,BC
517837,CH,4,ME615,department_elective,CC
907454,CSE,6,CSE406,honours,AB
364146,MA,4,MM958,alc,AB
521087,CSE,3,EP634,department_elective,AA
294697,MM,3,CH789,hasmed_elective,BB
928288,CSE,6,ME149,flexible_elective,AP
458200,EC,8,CE321,department_elective,AA
208100,EE,4,IE346,minor,CC
907454,CSE,3,EP980,minor,AP
630568,EP,6,EP681,honours,BB
870642,MM,3,MM953,core,AB
364146,MA,3,MA476,honours,CC
928288,CSE,8,EE821,department_elective,AA
265922,EP,3,CH513,alc,BB
703403,EC,8,MA695,hasmed_elective,AP
500658,CE,4,EP169,department_elective,AB
572815,CSE,4,CE423,alc,AP
180828,CSE,4,CSE532,core,BC
608952,EP,4,EP620,core,CC
692318,CSE,8,EP909,department_elective,AA
144528,ME,4,EC299,alc,BB
870642,MM,8,MM392,core,AB
960395,EE,6,EE803,honours,AP
998293,ME,6,EE277,department_elective,AP
388969,CSE,4,ME543,alc,BC
362471,EE,8,EP796,department_elective,AA
517837,CH,8,CH582,honours,AP
488661,EE,4,CH388,department_elective,AP
597353,CSE,4,CSE552,core,BB
465496,MA,8,MA138,honours,CC
301135,IE,8,ME748,flexible_elective,AA
500658,CE,4,IE851,hasmed_elective,BC
788020,CE,3,EE883,minor,AP
344265,CSE,6,ME371,alc,BB
871746,IE,6,CE229,minor,AA
721490,EP,6,CE855,hasmed_elective,AP
782129,MA,3,EP106,alc,BB
138296,MM,6,EP959,department_elective,CC
301135,IE,8,ME211,flexible_elective,AB
488661,EE,8,ME779,alc,AP
517837,CH,8,ME736,alc,AP
788020,CE,3,CE988,core,CC
143856,CE,4,CE850,flexible_elective,CC
159438,EE,3,CSE411,department_elective,BB
310604,EE,6,ME287,alc,BB
692318,CSE,4,EP894,minor,BC
521087,CSE,8,MM891,minor,AB
971123,MA,4,CH765,department_elective,AP
630568,EP,4,CE640,flexible_elective,BC
571782,ME,8,MA460,minor,AP
485484,MM,4,IE341,minor,CC
124663,EE,6,EP647,minor,AA
379479,MA,6,MA398,core,AP
461584,EE,8,EP459,minor,AA
750259,MM,3,MA344,flexible_elective,AA
588946,MA,6,EP887,alc,AP
488661,EE,4,ME654,hasmed_elective,BB
960395,EE,6,IE630,minor,AA
270007,IE,4,CSE177,flexible_elective,BB
364146,MA,4,IE837,minor,AB
214270,CH,8,CH582,core,BB
836431,EE,6,CH774,minor,CC
521087,CSE,8,CSE988,honours,AB
928288,CSE,3,EE478,flexible_elective,AA
608522,EC,4,CSE413,department_elective,AP
199713,EE,3,MM788,alc,BC
681499,CH,6,EP476,flexible_elective,AP
589528,EE,4,EE366,flexible_elective,BC
582912,CH,6,CH602,honours,BB
358405,MA,8,MA233,honours,BB
998293,ME,4,CE334,hasmed_elective,BB
955757,MM,6,EC389,alc,BB
588946,MA,8,EP515,minor,AA
680096,CH,4,EE956,flexible_elective,BB
482623,IE,6,IE705,core,BB
928288,CSE,8,EE404,alc,CC
207443,ME,4,ME416,honours,CC
581065,EP,4,ME591,alc,AB
788020,CE,8,ME858,hasmed_elective,AB
500658,CE,8,CE454,honours,CC
718510,EP,3,EP438,honours,AA
613401,CE,8,CE349,honours,AP
597353,CSE,4,EE301,alc,AA
995208,ME,6,ME781,honours,BC
458200,EC,3,ME589,department_elective,BC
194063,EP,6,EP815,flexible_elective,BB
572815,CSE,3,EE922,flexible_elective,AP
608952,EP,4,EP573,core,AA
208100,EE,3,EE364,honours,BB
478606,CE,4,ME384,alc,AP
733782,CH,8,CSE477,flexible_elective,BC
379479,MA,6,MA270,core,AP
144528,ME,4,CE140,department_elective,AB
159438,EE,4,EC199,alc,AA
143856,CE,6,MA998,department_elective,AB
995208,ME,6,ME301,department_elective,CC
159438,EE,6,CH507,department_elective,AB
589528,EE,4,MA133,flexible_elective,BC
681499,CH,8,CSE143,flexible_elective,CC
787967,EC,3,CH509,hasmed_elective,BC
582912,CH,4,CH550,honours,BC
485484,MM,8,MM143,honours,AB
810863,CE,4,EE215,department_elective,CC
517837,CH,3,EC634,hasmed_elective,BC
928288,CSE,6,CSE362,honours,BC
597353,CSE,8,EE960,minor,AA
572815,CSE,4,CSE294,core,AA
521087,CSE,4,EC430,flexible_elective,AB
692318,CSE,3,EC321,hasmed_elective,BC
143856,CE,6,EP696,flexible_elective,AP
362471,EE,6,EC730,minor,AA
143142,CSE,4,CE846,alc,AB
971123,MA,6,EP320,alc,AP
834515,MA,8,CE605,flexible_elective,AA
981238,MM,4,EC521,department_elective,CC
626000,EC,8,IE402,department_elective,BC
782129,MA,8,CH207,alc,CC
810863,CE,4,EP418,minor,AA
388969,CSE,8,EE303,minor,AA
214270,CH,3,CH892,hasmed_elective,AB
381227,CE,4,MM385,minor,BC
270007,IE,3,IE193,alc,CC
521087,CSE,3,ME923,minor,BC
143142,CSE,8,IE446,hasmed_elective,AP
630568,EP,4,EP323,honours,BB
478606,CE,8,MA455,department_elective,AA
613401,CE,3,CE880,alc,CC
589528,EE,3,ME535,department_elective,BB
534763,MA,4,CSE304,department_elective,CC
265922,EP,4,IE152,alc,AA
194063,EP,6,EP245,honours,BB
608952,EP,3,EP654,core,CC
458200,EC,6,EP199,minor,BC
582912,CH,3,EC393,department_elective,BB
144528,ME,8,MA619,minor,BC
613401,CE,8,CE295,core,AP
327122,MM,8,MM303,core,BB
362471,EE,8,IE629,minor,CC
773982,EE,6,MA995,alc,BC
888886,CE,3,MA113,alc,BB
143142,CSE,4,EE450,department_elective,AA
847809,IE,6,EC487,hasmed_elective,AP
478606,CE,3,CE681,honours,AB
310604,EE,3,MM252,alc,AB
214270,CH,3,EE883,minor,CC
270007,IE,3,CE669,flexible_elective,AA
626000,EC,8,EC788,core,BC
836431,EE,6,MA453,alc,AA
841365,MA,4,MA842,honours,AB
733782,CH,4,EP109,alc,AP
613401,CE,8,CE455,honours,AB
834515,MA,4,EP632,flexible_elective,CC
362471,EE,8,CH395,hasmed_elective,AA
581065,EP,3,EP247,core,BB
521087,CSE,6,CSE671,honours,CC
582912,CH,8,CH942,honours,AA
628849,MA,6,CSE172,department_elective,AA
301135,IE,8,CH873,minor,BB
465496,MA,6,EC476,minor,AP
955757,MM,3,EE254,flexible_elective,AA
465496,MA,3,MM908,flexible_elective,BB
194063,EP,8,IE741,department_elective,AA
310604,EE,8,MA260,department_elective,CC
851029,CSE,4,CE865,alc,BC
571782,ME,4,EE140,flexible_elective,BC
327122,MM,6,IE215,minor,CC
207443,ME,6,EP963,hasmed_elective,AP
294697,MM,8,EC179,hasmed_elective,CC
482623,IE,4,MM379,minor,AA
582912,CH,4,CE539,flexible_elective,BB
810863,CE,4,CSE431,department_elective,AP
703403,EC,6,MA768,flexible_elective,BB
572815,CSE,4,CSE781,core,AP
294697,MM,3,MM410,department_elective,AB
327122,MM,6,EC775,department_elective,CC
782129,MA,6,MA491,core,AB
581065,EP,6,IE578,minor,BC
879634,EP,8,IE336,minor,AA
718510,EP,3,EP204,core,CC
461971,CE,6,CE192,honours,AA
159438,EE,4,CSE498,hasmed_elective,BB
461584,EE,6,EE667,honours,BB
721490,EP,4,EP235,core,CC
581065,EP,4,CE742,department_elective,AP
207443,ME,6,MM802,alc,AA
358405,MA,6,IE749,hasmed_elective,CC
310604,EE,3,CH444,minor,BC
521087,CSE,4,IE817,alc,AB
581858,MA,6,MA655,honours,AP
692318,CSE,4,ME455,alc,BC
282482,MM,6,EC832,alc,BB
381526,CE,3,EE804,minor,AP
388969,CSE,4,EP392,department_elective,BB
327122,MM,4,MM971,core,AA
214270,CH,6,EE688,flexible_elective,BB
194063,EP,3,CH373,hasmed_elective,CC
816041,MA,8,MA565,core,BC
970791,MA,3,MA548,honours,BB
485484,MM,8,MA826,hasmed_elective,AP
993835,CE,6,MM502,alc,CC
572815,CSE,6,EE634,minor,CC
871746,IE,8,MM827,alc,AA
773982,EE,3,CH869,department_elective,AP
124663,EE,6,EE976,core,BC
294697,MM,4,MM763,honours,AA
572815,CSE,8,CE511,minor,BB
816041,MA,4,EE196,flexible_elective,AP
327122,MM,8,MM109,core,AA
613401,CE,3,ME460,alc,BC
626000,EC,3,EC471,honours,CC
207443,ME,8,EP283,alc,AA
973158,EE,6,EP888,flexible_elective,BB
207443,ME,3,ME627,core,AP
485484,MM,4,ME158,minor,AA
845623,EE,8,EE224,core,AP
270007,IE,8,EP837,flexible_elective,AA
721490,EP,4,MA352,hasmed_elective,BC
608952,EP,4,ME560,minor,AA
144528,ME,8,ME471,core,AP
145372,EP,8,MM196,department_elective,AB
680096,CH,4,CSE308,department_elective,AB
888886,CE,6,CE615,core,AA
680096,CH,8,CSE858,department_elective,AP
214270,CH,6,CH437,core,AB
973158,EE,3,MM997,hasmed_elective,AB
344265,CSE,4,ME103,minor,AB
907454,CSE,4,CH699,minor,AA
881983,MA,3,MM172,hasmed_elective,AA
485484,MM,8,MM752,core,AA
955757,MM,8,IE371,minor,AB
270007,IE,8,MM199,department_elective,CC
265922,EP,4,EP953,core,CC
626000,EC,4,CH633,minor,AB
907454,CSE,3,MA313,minor,AP
775967,EC,8,EC194,honours,CC
194063,EP,6,CH938,hasmed_elective,AP
788020,CE,8,CE611,honours,AB
485484,MM,8,MA815,flexible_elective,AP
572815,CSE,8,ME747,minor,AA
145372,EP,8,MM668,flexible_elective,BC
344265,CSE,6,CSE153,honours,CC
358405,MA,8,MA101,hasmed_elective,AB
721490,EP,3,MM539,hasmed_elective,CC
124663,EE,4,EE917,core,AP
907454,CSE,8,CE628,flexible_elective,BC
327122,MM,4,CE649,minor,BB
907454,CSE,8,CSE461,honours,BC
834515,MA,3,MA679,department_elective,BC
283796,ME,3,EP291,department_elective,AA
581858,MA,6,EC105,alc,AA
478606,CE,8,EC124,minor,CC
485484,MM,4,MM450,core,BC
581065,EP,6,ME556,department_elective,AP
970791,MA,4,EE300,alc,BB
845623,EE,8,CE876,department_elective,BC
871746,IE,3,IE491,flexible_elective,CC
381526,CE,8,MA368,hasmed_elective,CC
775967,EC,4,EC175,honours,BB
534763,MA,3,ME128,department_elective,AA
180828,CSE,8,CSE759,hasmed_elective,CC
381227,CE,8,CH501,department_elective,CC
692318,CSE,8,CSE618,core,CC
626000,EC,4,EE673,flexible_elective,AP
750259,MM,3,CSE479,alc,AA
381526,CE,6,CSE892,department_elective,BC
488661,EE,3,EE165,honours,BB
960395,EE,4,IE548,minor,AB
124663,EE,6,EE518,honours,CC
391848,ME,3,MM677,department_elective,BB
733782,CH,3,CH307,core,AP
294697,MM,6,EC159,department_elective,AA
782129,MA,6,EP378,flexible_elective,AP
458200,EC,4,ME516,minor,AA
270007,IE,6,IE934,honours,CC
124663,EE,6,CSE485,minor,BC
344265,CSE,8,CH993,flexible_elective,CC
144528,ME,8,CE548,alc,BB
500658,CE,4,CH964,department_elective,AB
841365,MA,8,EE957,department_elective,BC
391848,ME,8,CH576,department_elective,AA
879634,EP,4,EP878,alc,AB
364146,MA,8,MA780,honours,AB
208100,EE,8,EE952,core,BC
145372,EP,4,EC148,minor,BB
628849,MA,4,MA723,honours,BB
998293,ME,4,CSE702,hasmed_elective,AA
388969,CSE,6,CSE778,core,BB
294697,MM,4,ME805,alc,AA
581065,EP,8,EP536,honours,AB
703403,EC,3,EE763,minor,BB
203200,CH,8,EE594,minor,AP
461971,CE,3,ME409,minor,AA
294697,MM,4,MA954,department_elective,BB
203200,CH,4,CH218,core,BB
199713,EE,6,EE277,honours,AP
782129,MA,6,MA666,honours,CC
960395,EE,3,EE435,flexible_elective,AP
521087,CSE,3,MA693,department_elective,CC
381227,CE,8,CE312,core,BC
845623,EE,8,EC798,department_elective,CC
329535,EC,8,MA487,department_elective,AB
986057,ME,3,ME177,core,BC
265922,EP,6,EP995,core,AP
597353,CSE,8,MM426,department_elective,BB
282482,MM,8,CSE308,alc,AB
630568,EP,6,EP794,core,AP
214270,CH,6,IE422,hasmed_elective,CC
208100,EE,4,EE478,core,CC
626000,EC,3,MA993,minor,AA
834515,MA,6,CE326,flexible_elective,CC
816041,MA,3,MA829,core,AB
998293,ME,6,CE404,flexible_elective,CC
888886,CE,4,CE318,core,BB
626000,EC,6,ME662,hasmed_elective,AA
159438,EE,4,EC169,minor,BC
810863,CE,6,CE291,honours,AB
692318,CSE,6,MA314,flexible_elective,AP
581065,EP,3,IE665,flexible_elective,BB
327122,MM,6,MM385,hasmed_elective,BB
194063,EP,6,CSE410,department_elective,BB
971123,MA,8,MA277,honours,AB
834515,MA,6,CH425,alc,BB
391848,ME,4,EC982,hasmed_elective,BC
834515,MA,3,EE839,minor,CC
294697,MM,8,MM788,core,AP
461584,EE,6,EE828,flexible_elective,BB
199713,EE,8,MM406,hasmed_elective,BC
871746,IE,3,IE698,core,BB
138296,MM,4,MM215,honours,BC
534763,MA,8,MA737,core,BB
870642,MM,3,IE605,alc,AP
782129,MA,8,MA651,core,CC
721490,EP,6,CSE610,department_elective,BB
626000,EC,8,IE123,minor,BB
465496,MA,4,EC270,hasmed_elective,AP
836431,EE,8,ME281,hasmed_elective,CC
465496,MA,3,CE624,hasmed_elective,AB
327122,MM,4,MM515,core,AB
847809,IE,3,IE541,honours,BB
907454,CSE,8,MM506,department_elective,AB
681499,CH,6,EE285,hasmed_elective,AP
581858,MA,6,CH869,minor,CC
626000,EC,8,CE915,hasmed_elective,AB
970791,MA,3,CH691,alc,AB
458200,EC,4,EC183,core,AA
327122,MM,8,MM238,core,AB
500658,CE,3,ME731,department_elective,CC
521087,CSE,4,CSE845,honours,AP
582912,CH,3,CH849,hasmed_elective,AA
841365,MA,4,MA637,core,AP
461584,EE,8,EE414,core,AP
461584,EE,3,MM546,department_elective,AB
571782,ME,8,MM721,hasmed_elective,BB
199713,EE,3,EE582,honours,AB
960395,EE,4,EP269,department_elective,AP
718510,EP,8,EC380,hasmed_elective,BC
588946,MA,4,MA359,core,BC
773982,EE,4,EE348,honours,AA
358405,MA,4,EC168,minor,BC
485484,MM,4,MM805,core,BC
589528,EE,3,MM198,flexible_elective,AA
630568,EP,3,CH623,hasmed_elective,AB
265922,EP,3,EP881,core,AA
391848,ME,4,ME790,core,BB
928288,CSE,6,MA891,hasmed_elective,AP
482623,IE,4,CH870,hasmed_elective,AA
888886,CE,4,IE321,minor,AB
970791,MA,6,CE769,department_elective,BC
180828,CSE,4,MA791,flexible_elective,BC
888886,CE,8,IE357,hasmed_elective,CC
834515,MA,6,IE778,flexible_elective,AP
465496,MA,6,CE710,minor,BC
572815,CSE,4,EE405,alc,BC
816041,MA,8,MA222,flexible_elective,BC
144528,ME,6,CH115,alc,BC
993835,CE,8,MA654,department_elective,BB
488661,EE,3,EE440,honours,AB
733782,CH,6,EP673,flexible_elective,AA
581858,MA,6,MA918,core,CC
907454,CSE,3,ME481,hasmed_elective,BC
379479,MA,8,ME815,flexible_elective,CC
282482,MM,3,MM145,honours,BB
364146,MA,8,EC170,minor,CC
208100,EE,8,MA146,minor,AB
788020,CE,6,CSE499,minor,CC
981238,MM,6,EP131,hasmed_elective,AB
775967,EC,3,IE143,hasmed_elective,AA
124663,EE,3,CE848,minor,AA
955757,MM,3,MM812,core,AA
581065,EP,6,IE970,department_elective,BC
998293,ME,8,EE545,flexible_elective,BC
124663,EE,8,EE443,department_elective,AB
327122,MM,8,CE847,alc,CC
995208,ME,8,MM856,flexible_elective,BB
847809,IE,4,IE832,honours,CC
199713,EE,3,EE880,core,AB
970791,MA,4,MA359,core,AP
960395,EE,3,MM476,department_elective,AP
871746,IE,3,IE584,department_elective,BB
362471,EE,4,EP718,alc,BC
960395,EE,6,EE521,hasmed_elective,CC
310604,EE,4,EE497,core,AA
721490,EP,3,EP414,core,BB
836881,MM,4,IE513,hasmed_elective,AB
955757,MM,3,EP791,flexible_elective,CC
379479,MA,8,MA163,core,AB
589528,EE,4,CH991,minor,BB
703403,EC,6,EC244,honours,AA
391848,ME,8,CE517,flexible_elective,AA
955757,MM,6,CE262,department_elective,BB
310604,EE,3,EP511,alc,CC
203200,CH,6,ME366,alc,AP
626000,EC,6,EC659,honours,AP
362471,EE,6,EE348,core,BC
845623,EE,3,EE377,core,AA
845623,EE,8,ME430,hasmed_elective,BB
608522,EC,4,EC263,honours,AA
358405,MA,3,CE951,hasmed_elective,AB
847809,IE,3,IE191,department_elective,AP
847809,IE,4,ME112,minor,CC
482623,IE,3,EC804,alc,BC
788020,CE,4,CE799,department_elective,AB
681499,CH,4,CH919,honours,BC
879634,EP,6,EP514,honours,BC
521087,CSE,3,CH208,hasmed_elective,AP
955757,MM,4,EP243,hasmed_elective,BC
461584,EE,6,IE319,hasmed_elective,BC
608522,EC,6,CE312,minor,CC
970791,MA,8,EP600,alc,AP
879634,EP,4,MA962,minor,AA
138296,MM,3,CSE267,flexible_elective,AP
265922,EP,8,CH874,department_elective,AP
851029,CSE,6,CE298,hasmed_elective,BC
773982,EE,4,IE431,flexible_elective,BB
294697,MM,8,MM675,core,AP
488661,EE,4,CSE290,alc,BB
888886,CE,8,CE470,core,AB
851029,CSE,3,CE476,hasmed_elective,CC
388969,CSE,3,ME598,flexible_elective,BC
721490,EP,3,EP376,core,CC
482623,IE,6,ME610,hasmed_elective,AA
773982,EE,8,EP709,alc,AB
750259,MM,3,EC243,alc,AB
986057,ME,3,MA581,hasmed_elective,CC
888886,CE,4,CSE968,flexible_elective,AA
847809,IE,3,EC454,flexible_elective,AB
733782,CH,8,CE872,flexible_elective,AA
787967,EC,3,EP831,alc,AB
199713,EE,4,IE105,alc,BB
517837,CH,3,CE389,flexible_elective,AP
458200,EC,8,EE679,minor,AP
608522,EC,3,EC182,core,BB
836881,MM,8,MM509,honours,CC
381227,CE,3,CE596,core,BB
145372,EP,4,ME303,minor,BB
294697,MM,8,MA954,alc,BB
488661,EE,8,EE814,hasmed_elective,AB
461584,EE,4,MM245,department_elective,AB
143142,CSE,6,CH228,flexible_elective,AP
159438,EE,4,EE113,core,AA
391848,ME,4,ME120,honours,CC
379479,MA,3,IE486,hasmed_elective,AB
995208,ME,3,EC884,flexible_elective,BC
692318,CSE,8,CSE289,department_elective,BC
960395,EE,3,ME481,department_elective,CC
834515,MA,6,MA987,core,BB
159438,EE,8,EP357,flexible_elective,CC
388969,CSE,6,EC700,minor,AP
381526,CE,6,CE851,core,AB
681499,CH,8,MM978,flexible_elective,BC
716985,MM,6,MM890,core,CC
214270,CH,6,ME758,alc,AB
613401,CE,3,CE736,honours,CC
879634,EP,4,CH113,hasmed_elective,BC
703403,EC,6,EP148,hasmed_elective,BC
836431,EE,6,EE349,honours,AB
329535,EC,4,EC932,flexible_elective,CC
265922,EP,6,MM579,hasmed_elective,BB
613401,CE,8,EE984,alc,BC
138296,MM,4,CSE778,minor,AA
488661,EE,8,CH747,flexible_elective,BB
138296,MM,4,EP804,minor,AB
362471,EE,8,MA679,flexible_elective,BC
955757,MM,8,IE488,alc,CC
628849,MA,3,IE213,flexible_elective,BC
608522,EC,4,MM811,flexible_elective,BC
888886,CE,4,ME679,hasmed_elective,BC
283796,ME,8,ME389,honours,AA
995208,ME,3,IE896,hasmed_elective,BC
485484,MM,6,EC781,flexible_elective,CC
391848,ME,8,ME434,honours,BC
265922,EP,4,EP980,core,AA
870642,MM,6,MM706,core,AB
816041,MA,6,ME737,alc,AB
364146,MA,3,ME696,minor,BB
458200,EC,6,EP177,flexible_elective,AA
199713,EE,6,EE412,core,CC
781075,CE,8,EP318,flexible_elective,BC
265922,EP,4,MM486,alc,BB
781075,CE,3,CE365,core,CC
881983,MA,4,MA415,core,CC
628849,MA,8,MA767,core,AP
572815,CSE,8,EE147,alc,BB
589528,EE,6,EE681,flexible_elective,AA
630568,EP,3,CSE850,flexible_elective,BC
364146,MA,4,CH319,flexible_elective,BB
907454,CSE,6,IE384,minor,AA
970791,MA,4,MA841,honours,AA
208100,EE,6,EC991,alc,AA
488661,EE,4,EP748,department_elective,AP
521087,CSE,8,CSE703,honours,AB
461584,EE,6,CSE879,department_elective,CC
881983,MA,8,EP393,hasmed_elective,BB
993835,CE,3,MA946,flexible_elective,CC
581065,EP,4,EP611,department_elective,AA
344265,CSE,6,CE570,minor,AA
482623,IE,3,IE538,core,BB
608522,EC,8,CE828,hasmed_elective,BC
283796,ME,3,MM298,hasmed_elective,AA
358405,MA,3,EP223,hasmed_elective,AB
124663,EE,3,EE981,core,AB
199713,EE,6,CE382,department_elective,CC
971123,MA,6,MA706,core,AP
461971,CE,4,EP594,flexible_elective,AB
500658,CE,4,ME354,department_elective,AB
788020,CE,8,EP613,alc,BC
597353,CSE,6,CSE605,honours,AA
571782,ME,6,MA574,department_elective,AP
379479,MA,6,EE599,alc,AP
970791,MA,3,CH579,flexible_elective,CC
781075,CE,3,EC515,minor,CC
199713,EE,8,ME547,minor,AP
521087,CSE,3,ME159,alc,AP
928288,CSE,4,EC378,flexible_elective,AP
145372,EP,3,EP367,core,BB
845623,EE,3,CE854,minor,CC
265922,EP,4,EP776,core,CC
301135,IE,8,ME429,department_elective,AP
143142,CSE,8,CSE205,hasmed_elective,AA
534763,MA,8,MM899,minor,AP
327122,MM,4,CH442,department_elective,AA
681499,CH,6,CSE628,department_elective,AA
613401,CE,4,CE379,honours,AP
159438,EE,6,IE506,minor,BB
782129,MA,8,MA188,alc,AA
